#{"t_start": 1780493233.3802214, "env_id": "None"}
r,l,t
-34.09,141,15.15832
-44.856667,141,31.04808
-33.216667,145,48.209404
-32.51,144,86.566654
-34.13,139,101.480656
-23.8,148,117.499274
-46.45,145,158.380522
-32.37,143,175.573302
-29.413333,154,196.947202
-30.386667,153,215.439509
-26.996667,159,255.795392
-27.16,156,273.98998
-40.333333,157,293.322248
-42.983333,165,334.562837
-29.1,159,353.24466
-33.376667,165,372.367512
-17.736667,163,405.989902
-18.163333,169,425.38561
-28.893333,178,447.261774
-18.726667,172,481.201117
-15.463333,174,500.526091
-12.776667,176,520.594388
-8.436667,174,552.785635
-23.676667,175,573.343793
-31.986667,175,596.407398
-16.056667,178,630.387069
-10.813333,171,649.792361
-16.486667,179,669.967727
-9.82,174,703.362681
-11.786667,171,722.424472
-11.59,171,757.751786
-9.403333,174,776.922917
-9.21,169,795.608314
-9.476667,172,827.710323
-15.02,175,846.975686
-11.273333,174,866.061278
-9.193333,172,899.35019
-10.13,175,918.489233
-10.173333,177,937.914531
-11.67,175,970.367287
-9.293333,174,988.36047
-11.19,180,1009.341429
-13.8,175,1045.82181
-10.036667,173,1065.132776
-9.63,172,1083.088938
-12.856667,171,1115.503866
-9.163333,169,1133.157863
-9.063333,174,1154.310452
-11.026667,174,1186.321761
-11.843333,173,1203.647265
-11.206667,175,1221.383097
-9.086667,175,1254.562345
-9.646667,174,1274.166001
-10.23,168,1308.170832
-10.396667,171,1327.158424
-10.51,168,1345.923124
-11.753333,165,1377.332519
-10.266667,169,1396.506391
-8.863333,174,1416.404361
-10.103333,172,1454.675622
-12.203333,168,1473.760656
-14.186667,170,1493.017986
-15.12,168,1525.370992
-11.56,169,1543.372177
-13.496667,168,1562.099159
-15.873333,167,1597.234833
-14.756667,169,1616.090981
-12.77,171,1635.655248
-9.75,169,1667.752572
-12.746667,171,1687.916096
-10.603333,174,1710.171406
-12.6,166,1744.74034
-14.633333,171,1764.412037
-10.0,171,1783.259025
-16.403333,170,1815.183038
-15.51,165,1832.482261
-11.196667,167,1854.74315
-8.823333,169,1887.091488
-9.81,174,1906.543946
-9.806667,178,1927.115002
-10.116667,170,1961.470799
-11.98,172,1980.344456
-11.773333,172,2003.087602
-10.423333,175,2039.687303
-12.766667,172,2059.89184
-12.036667,174,2079.320733
-10.56,175,2111.575935
-10.683333,173,2132.033681
-12.816667,172,2154.111628
