#{"t_start": 1780493233.4561179, "env_id": "None"}
r,l,t
-24.64,145,15.657857
-29.426667,147,32.165723
-37.646667,146,49.618803
-27.51,144,87.862451
-27.973333,145,103.108647
-32.466667,148,119.401712
-47.463333,145,160.15329
-22.9,153,178.576849
-28.886667,147,199.254044
-30.56,144,216.601765
-15.593333,157,257.008912
-26.826667,160,275.614444
-30.856667,157,294.622123
-31.906667,166,336.163282
-32.52,160,354.927555
-25.1,161,373.663602
-21.11,163,407.17767
-24.866667,165,426.26571
-21.696667,174,447.766779
-13.04,174,481.943676
-12.573333,173,500.92121
-15.163333,174,520.653179
-11.486667,174,553.105521
-17.46,175,573.646127
-17.64,175,596.45431
-12.17,178,630.693893
-10.753333,172,650.177694
-10.876667,175,669.833907
-13.173333,174,703.227174
-11.756667,172,722.344687
-10.306667,171,757.677526
-9.653333,173,776.779723
-8.753333,169,795.239101
-9.123333,171,827.280715
-7.99,174,846.706089
-9.726667,171,865.235975
-9.41,172,898.442139
-11.873333,176,917.702225
-8.62,171,936.539634
-11.303333,176,969.204636
-12.593333,173,987.053859
-12.566667,175,1007.03522
-12.153333,173,1043.375137
-11.066667,174,1063.0038
-8.39,173,1081.088449
-12.77,174,1114.015567
-10.03,171,1131.578923
-11.16,173,1152.090508
-10.32,175,1184.945528
-10.403333,175,1202.58315
-9.313333,174,1220.394602
-8.366667,173,1252.941574
-8.693333,173,1272.537308
-8.91,166,1293.865985
-12.896667,170,1325.266277
-11.09,169,1343.998907
-12.45,166,1362.745384
-9.68,172,1394.970198
-8.873333,171,1414.561589
-8.653333,171,1452.645951
-9.31,167,1471.8655
-10.973333,171,1491.096973
-12.703333,173,1524.109206
-11.326667,169,1542.028319
-12.21,166,1560.266241
-8.94,171,1596.206453
-16.956667,171,1615.11417
-18.276667,167,1634.249714
-8.523333,171,1666.677765
-11.363333,171,1686.893242
-11.516667,175,1708.967646
-16.596667,165,1743.701285
-14.4,169,1763.377324
-10.273333,172,1782.108833
-12.836667,174,1814.478136
-19.04,163,1831.494939
-9.573333,168,1853.811129
-10.11,168,1886.079555
-9.403333,175,1905.838604
-9.633333,175,1925.93074
-10.376667,176,1961.200113
-10.473333,173,1980.129224
-11.03,171,2002.842523
-12.21,172,2038.978137
-16.22,175,2059.435593
-11.86,178,2079.310844
-10.31,175,2111.838241
-9.566667,168,2131.508508
-12.626667,173,2153.589658
