#{"t_start": 1780493233.545001, "env_id": "None"}
r,l,t
-27.17,147,15.714663
-31.293333,146,32.399315
-33.263333,145,49.536871
-25.67,150,88.306041
-31.113333,144,103.493772
-27.036667,147,119.824
-27.446667,149,160.961646
-26.63,152,179.109771
-30.05,150,200.516173
-36.32,150,218.523937
-25.51,156,258.539669
-26.486667,155,276.681723
-58.12,157,295.713409
-28.686667,161,336.934445
-22.22,162,355.782524
-17.686667,165,374.693396
-40.916667,160,408.166724
-20.57,168,427.375836
-17.393333,173,449.519444
-13.216667,172,482.837331
-11.616667,176,502.271187
-11.99,175,521.99589
-9.303333,173,554.456033
-24.163333,172,574.503048
-27.85,177,597.704369
-13.183333,180,632.207335
-11.68,171,651.51697
-16.193333,177,684.704
-10.436667,171,704.411086
-10.296667,172,723.622905
-12.41,168,758.482769
-9.22,174,777.627335
-11.0,171,796.398929
-8.673333,172,828.587927
-9.456667,176,848.266203
-9.096667,170,866.430725
-8.836667,175,900.271307
-14.306667,177,919.508929
-8.993333,172,938.368435
-9.07,174,970.719509
-10.206667,173,988.649479
-10.05,175,1009.108153
-11.386667,175,1045.587712
-8.28,170,1064.435781
-9.62,173,1082.481614
-13.126667,168,1114.562102
-9.683333,170,1132.42022
-7.753333,175,1153.411695
-8.506667,173,1185.61317
-10.52,173,1202.964944
-13.06,174,1220.761556
-10.403333,172,1253.272503
-8.413333,175,1272.982632
-8.316667,172,1295.060653
-10.873333,169,1326.394234
-9.986667,171,1345.331369
-14.92,168,1377.163538
-10.463333,169,1396.343229
-8.736667,174,1416.238935
-8.463333,171,1454.442302
-11.14,170,1473.65574
-12.1,170,1492.923441
-12.596667,171,1525.714764
-10.17,170,1543.672637
-13.7,169,1562.77772
-9.003333,171,1598.14064
-11.046667,170,1617.25377
-16.92,170,1636.567457
-10.176667,169,1668.724219
-10.586667,171,1688.914775
-12.393333,174,1711.830995
-11.61,166,1745.71489
-13.666667,167,1765.095239
-9.333333,174,1784.286783
-12.69,171,1816.130013
-11.266667,163,1833.311605
-8.266667,168,1855.583203
-8.88,169,1887.962513
-9.366667,174,1907.724304
-11.936667,175,1927.590415
-14.29,173,1962.626261
-11.32,173,1981.818769
-9.69,169,2003.779721
-9.79,171,2039.999604
-13.026667,172,2060.107324
-9.063333,174,2079.343434
-10.686667,175,2111.86952
-11.476667,169,2131.598557
-10.37,173,2153.941164
