#{"t_start": 1780493233.505717, "env_id": "None"}
r,l,t
-47.173333,139,14.666307
-26.516667,142,30.823145
-40.096667,153,49.108605
-43.68,142,86.988033
-30.796667,148,102.741034
-33.2,145,118.734323
-21.69,150,160.037792
-25.97,149,177.75505
-29.346667,150,199.084006
-28.06,148,216.909903
-33.573333,156,257.043
-24.926667,157,275.222876
-46.426667,156,294.20831
-28.47,160,334.992687
-22.09,162,354.121918
-25.386667,163,372.848547
-30.0,160,406.039637
-25.293333,167,425.330431
-16.143333,174,446.933975
-14.746667,172,480.891715
-13.216667,175,500.051466
-11.84,172,519.618762
-10.95,175,552.126259
-31.913333,172,572.20766
-20.47,177,595.416216
-15.116667,175,629.24305
-10.34,173,648.746964
-13.366667,173,668.280583
-10.983333,174,701.742126
-12.273333,174,721.313697
-10.726667,173,756.623415
-9.19,172,775.645135
-9.483333,168,794.120023
-9.326667,173,826.277497
-11.26,174,845.607125
-13.75,169,864.147584
-10.48,172,897.312573
-9.55,173,916.150964
-10.03,176,935.511897
-11.283333,175,968.118342
-9.42,171,985.871107
-9.293333,168,1004.830404
-10.82,177,1041.690003
-9.573333,170,1060.558652
-10.663333,171,1078.676435
-15.79,171,1111.47771
-10.783333,173,1129.194816
-9.933333,171,1148.771069
-8.246667,171,1182.020399
-8.836667,177,1199.849466
-10.766667,175,1217.626382
-9.39,174,1250.159292
-8.946667,171,1269.489611
-9.096667,174,1291.029823
-11.35,170,1323.544452
-14.07,169,1341.950941
-9.81,168,1360.924108
-11.503333,174,1393.374639
-10.576667,175,1413.221941
-9.813333,171,1436.563261
-14.946667,169,1470.868681
-13.623333,169,1490.038518
-15.746667,175,1523.198454
-9.296667,171,1541.434144
-9.813333,168,1559.756564
-17.06,174,1596.169806
-16.42,170,1615.004511
-23.01,163,1633.68801
-9.466667,169,1665.681835
-12.363333,170,1685.761175
-14.106667,174,1707.777271
-10.7,165,1742.323541
-22.823333,168,1762.01429
-11.23,171,1780.664458
-9.426667,176,1813.49662
-13.923333,168,1831.051716
-8.263333,170,1853.643295
-11.37,169,1885.9634
-10.013333,173,1905.361287
-11.0,175,1925.448937
-9.986667,173,1960.300758
-9.723333,173,1979.091233
-12.02,173,2002.312007
-12.363333,172,2038.435166
-11.91,172,2058.720601
-11.106667,173,2077.697399
-11.48,178,2110.47379
-10.056667,170,2130.520937
-8.976667,175,2152.982599
