#{"t_start": 1780324607.336784, "env_id": "None"}
r,l,t
-591.830454,143,5.191749
-655.231877,141,8.574636
-498.237173,142,11.772334
-567.729665,143,19.686489
-403.138841,143,22.767947
-464.424294,148,26.226012
-860.359766,143,29.608175
-722.753335,145,37.557915
-698.520605,141,41.218102
-743.640955,140,44.570939
-496.369397,143,52.929214
-826.854599,147,56.449879
-1355.360718,146,59.820733
-883.81851,145,63.434989
